Company Name,Website,Κατηγορία,Email,Facebook,LinkedIn,Instagram,YouTube,Twitter,TikTok,YouBeHero,YouBeHero URL (from YouBeHero),Desmos,Name (from Desmos),ACF,Name (from ACF),WebsiteAudits,ngoHeroes,Name (from ngoHeroes),Social Dynamo,SocialDynamo URL (from Social Dynamo),Ethelon,Ethelon URL (from Ethelon),Media Items,HubSpot Company ID,Last Modified,Διεύθυνση,Πόλη,WordPress
Ecoperativa,https://ecoperativa.gr/,,info@ecoperativa.gr,https://www.facebook.com/ecoperativagr,https://www.linkedin.com/company/ecoperativagr/,https://www.instagram.com/ecoperativagr/,,https://twitter.com/ecoperativagr,,,,,,,,,,,,,,,,10020124095,9/6/2024 6:10pm,,,No
Οικολογική Εταιρεία Ανακύκλωσης,https://ecorec.gr/,Περιβάλλον,,https://www.facebook.com/ecorec.gr,https://www.linkedin.com/company/ecological-recycling-society/,,,,,https://www.youbehero.com/gr/cause/ikologiki-etairia-anakiklosis,https://www.youbehero.com/gr/cause/ikologiki-etairia-anakiklosis,,,,,,,,,,,,,10292878817,9/6/2024 6:26pm,,,Yes
Eduact,https://eduact.org/,,info@eduact.org,https://www.facebook.com/eduact,https://www.linkedin.com/company/eduact-action-for-education/,https://www.instagram.com/eduact_org,https://www.youtube.com/channel/UC8uhPpX6m_Xu837wWs6Euww,,,,,,,,,,,,,,,,,10019758541,9/6/2024 6:10pm,,,No
Εργαστήρι Ειδικής Αγωγής ΜΑΡΓΑΡΙΤΑ,https://eeamargarita.gr/,,info@eeamargarita.gr,https://www.facebook.com/eeamargarita/,https://www.linkedin.com/company/eeamargarita/,https://www.instagram.com/eea_margarita/,https://www.youtube.com/@EeaMargarita,,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%cf%81%ce%b3%ce%b1%cf%83%cf%84%ce%ae%cf%81%ce%b9-%ce%b5%ce%b9%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b1%ce%b3%cf%89%ce%b3%ce%ae%cf%82-%ce%bc%ce%b1%cf%81%ce%b3%ce%b1%cf%81%ce%b9%cf%84%ce%b1/,https://ngoheroes.gr/company/%ce%b5%cf%81%ce%b3%ce%b1%cf%83%cf%84%ce%ae%cf%81%ce%b9-%ce%b5%ce%b9%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b1%ce%b3%cf%89%ce%b3%ce%ae%cf%82-%ce%bc%ce%b1%cf%81%ce%b3%ce%b1%cf%81%ce%b9%cf%84%ce%b1/,,,,,,9948179931,9/6/2024 6:10pm,,,No
Ένωση Εργαζομένων Καταναλωτών Ελλάδας,https://eeke.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/enosi-ergazomenon-katanaloton-elladas-2/,https://www.activecitizensfund.gr/foreas/enosi-ergazomenon-katanaloton-elladas-2/,,,,,,,,,10004013781,9/6/2024 6:10pm,,,Yes
Στέγη της ΕΓΝΥΑ,https://egnya.gr/,Υγεία,info@egnya.gr,https://www.facebook.com/egnyastegi,,https://www.instagram.com/egnya_lagonisi,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/η-στεγη-τησ-εγνυα/,http://www.ethelon.org/ngo/η-στεγη-τησ-εγνυα/,,10437145585,9/6/2024 6:10pm,,,Yes
Όμιλος για την Επιχειρηματικότητα και την Κοινωνική Οικονομία (ΕΚΟ),https://ekogreece.com/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/omilos-gia-tin-epicheirimatikotita-kai-tin-koinoniki-oikonomia-eko/,https://www.activecitizensfund.gr/foreas/omilos-gia-tin-epicheirimatikotita-kai-tin-koinoniki-oikonomia-eko/,,,,,,,,,9984718544,9/6/2024 6:10pm,,,Yes
ΕΚΠΟΙΖΩ - Ένωση Καταναλωτών,https://ekpizo.gr/,,info@ekpizo.gr,https://www.facebook.com/ekpizo,https://www.linkedin.com/company/ekpizo/,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%ce%bd%cf%89%cf%83%ce%b7-%ce%ba%ce%b1%cf%84%ce%b1%ce%bd%ce%b1%ce%bb%cf%89%cf%84%cf%89%ce%bd-%ce%b7-%cf%80%ce%bf%ce%b9%ce%bf%cf%84%ce%b7%cf%84%ce%b1-%cf%84%ce%b7%cf%83-%ce%b6%cf%89%ce%b7%cf%83-%ce%b5%ce%ba%cf%80%ce%bf%ce%b9%ce%b6%cf%89/,https://ngoheroes.gr/company/%ce%b5%ce%bd%cf%89%cf%83%ce%b7-%ce%ba%ce%b1%cf%84%ce%b1%ce%bd%ce%b1%ce%bb%cf%89%cf%84%cf%89%ce%bd-%ce%b7-%cf%80%ce%bf%ce%b9%ce%bf%cf%84%ce%b7%cf%84%ce%b1-%cf%84%ce%b7%cf%83-%ce%b6%cf%89%ce%b7%cf%83-%ce%b5%ce%ba%cf%80%ce%bf%ce%b9%ce%b6%cf%89/,,,,,,9948178618,9/6/2024 6:10pm,,,No
Εταιρία Κοινωνικής Ψυχιατρικής Π. Σακελλαρόπουλος,https://ekpse.gr/,,,,https://www.linkedin.com/company/society-of-social-psychiatry/,,,,,,,,,https://www.activecitizensfund.gr/foreas/etairia-koinonikis-psychiatrikis-kai-psychikis-ygeias-panagiotis-sakellaropoylos/,https://www.activecitizensfund.gr/foreas/etairia-koinonikis-psychiatrikis-kai-psychikis-ygeias-panagiotis-sakellaropoylos/,,,,,,,,,10004167147,9/6/2024 6:10pm,,,No
Ελληνική Λέσχη του Βιβλίου,https://elbi.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/elliniki-leschi-toy-vivlioy/,https://www.activecitizensfund.gr/foreas/elliniki-leschi-toy-vivlioy/,,,,,,,,,10004208591,2/12/2024 7:46pm,,,
Electra Energy,https://electraenergy.coop/,,info@electraenergy.coop,https://www.facebook.com/electraenergy.coop,https://www.linkedin.com/company/electra-energy-cooperative/,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b7%ce%bb%ce%b5%ce%ba%cf%84%cf%81%ce%b1-energy/,https://ngoheroes.gr/company/%ce%b7%ce%bb%ce%b5%ce%ba%cf%84%cf%81%ce%b1-energy/,,,,,,9947765191,9/6/2024 6:10pm,"Olympionikon 7, Ilioupoli 163 42",,No
Ελληνική Εταιρεία Καρκίνου Πνεύμονα (ΕΛΕΚΑΠ),https://elekap.org/,Υγεία,,https://www.facebook.com/elekapLC/,https://www.linkedin.com/company/elekap/,,https://www.youtube.com/channel/UCXvBZJ0sM6-_EbfRsfu0pAA,https://twitter.com/elekapLC,,,,,,,,,,,,,,,,9948198347,9/6/2024 6:10pm,,,Yes
Δίκτυο Παρόχων Υπηρεσιών για Άτομα με Αναπηρία,https://elepap.gr/,,marianost@elepap.gr,,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b4%ce%af%ce%ba%cf%84%cf%85%ce%bf-%cf%80%ce%b1%cf%81%cf%8c%cf%87%cf%89%ce%bd-%cf%85%cf%80%ce%b7%cf%81%ce%b5%cf%83%ce%b9%cf%8e%ce%bd-%ce%b3%ce%b9%ce%b1-%ce%ac%cf%84%ce%bf%ce%bc%ce%b1-%ce%bc%ce%b5-%ce%b1%ce%bd%ce%b1%cf%80%ce%b7%cf%81%ce%af%ce%b1/,https://ngoheroes.gr/company/%ce%b4%ce%af%ce%ba%cf%84%cf%85%ce%bf-%cf%80%ce%b1%cf%81%cf%8c%cf%87%cf%89%ce%bd-%cf%85%cf%80%ce%b7%cf%81%ce%b5%cf%83%ce%b9%cf%8e%ce%bd-%ce%b3%ce%b9%ce%b1-%ce%ac%cf%84%ce%bf%ce%bc%ce%b1-%ce%bc%ce%b5-%ce%b1%ce%bd%ce%b1%cf%80%ce%b7%cf%81%ce%af%ce%b1/,,,,,,9948091353,9/6/2024 6:10pm,"Viktoros Ougko 15, Athina 104 37",,Yes
ΕΛΕΠΑΠ,https://elepap.gr/,,epikoinonia@elepap.gr,https://www.facebook.com/ELEPAP.org/,https://www.linkedin.com/company/elepap/,https://www.instagram.com/elepap_athens/,https://www.youtube.com/user/elepapath,https://twitter.com/ElepapAthens,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%b5%cf%80%ce%b1%cf%80/,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%b5%cf%80%ce%b1%cf%80/,,,http://www.ethelon.org/ngo/ελεπαπ/,http://www.ethelon.org/ngo/ελεπαπ/,,9948156408,9/6/2024 6:10pm,"Κόνωνος 16, 11634 Αθήνα",,Yes
ΕΛΕΠΑΠ Θεσσαλονίκη,https://elepap.gr/,,,,https://www.linkedin.com/company/elepap-thessaloniki/,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%b5%cf%80%ce%b1%cf%80/,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%b5%cf%80%ce%b1%cf%80/,,,,,,9948156408,9/6/2024 6:10pm,"Κόνωνος 16, 11634 Αθήνα",,Yes
ΕΛΙΞ – Προγράμματα Εθελοντικής Εργασίας,https://elix.org.gr/,,elix@elix.org.gr,https://www.facebook.com/ELIX.Greece/,https://www.linkedin.com/company/elix-conservation-volunteers-greece/,https://www.instagram.com/elix.greece/,https://www.youtube.com/user/ELIXgr,https://twitter.com/ELIXgr,,,,,,https://www.activecitizensfund.gr/foreas/elix-programmata-ethelontikis-ergasias/,https://www.activecitizensfund.gr/foreas/elix-programmata-ethelontikis-ergasias/,,,,,,,,,9984344054,9/6/2024 6:10pm,,,No
ΕΛΙΖΑ - Εταιρία κατά της Κακοποίησης του Παιδιού,https://eliza.org.gr/,,info@eliza.org.gr,https://www.facebook.com/ngoELIZA/,,https://www.instagram.com/eliza_society/,https://www.youtube.com/channel/UCPVMwtPG69tkEJ4ePvZP_bQ,https://twitter.com/elizasociety,,https://www.youbehero.com/gr/cause/eliza,https://www.youbehero.com/gr/cause/eliza,,,https://www.activecitizensfund.gr/foreas/eliza-etairia-kata-tis-kakopoiisis-toy-paidioy/,https://www.activecitizensfund.gr/foreas/eliza-etairia-kata-tis-kakopoiisis-toy-paidioy/,,,,,,,,,9984875714,9/6/2024 6:10pm,,,Yes
Εταιρεία Ελεύθερου Λογισμικού / Λογισμικού Ανοικτού Κώδικα – ΕΕΛ/ΛΑΚ,https://ellak.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/etaireia-eleytheroy-logismikoy-logismikoy-anoiktoy-kodika-eel-lak/,https://www.activecitizensfund.gr/foreas/etaireia-eleytheroy-logismikoy-logismikoy-anoiktoy-kodika-eel-lak/,,,,,,,,,9984998356,9/6/2024 6:10pm,,,Yes
Ελλάν Πασσέ - Πανελλαδική Συνομοσπονδία Ελλήνων Ρομά,https://ellanpasse.com/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/panelladiki-synomospondia-ellinon-roma-ellan-passe/,https://www.activecitizensfund.gr/foreas/panelladiki-synomospondia-ellinon-roma-ellan-passe/,,,,,,,,,9984894654,9/6/2024 6:10pm,,,Yes
Ελληνική Ομοσπονδία Καρκίνου (ΕΛΛΟΚ),https://ellok.org/,Υγεία,office@ellok.org,https://www.facebook.com/ellok.org/,https://www.linkedin.com/company/hellenic-cancer-federation/,https://www.instagram.com/ellok_org/,https://www.youtube.com/channel/UCl-AYC1lxq7W03El1kRKSMA,https://twitter.com/EllokGr,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%bb%ce%bf%ce%ba-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%ae-%ce%bf%ce%bc%ce%bf%cf%83%cf%80%ce%bf%ce%bd%ce%b4%ce%af%ce%b1-%ce%ba%ce%b1%cf%81%ce%ba%ce%af%ce%bd%ce%bf%cf%85/,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%bb%ce%bf%ce%ba-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%ae-%ce%bf%ce%bc%ce%bf%cf%83%cf%80%ce%bf%ce%bd%ce%b4%ce%af%ce%b1-%ce%ba%ce%b1%cf%81%ce%ba%ce%af%ce%bd%ce%bf%cf%85/,,,,,,9947765189,9/6/2024 6:10pm,"Solonos 94, Athina 106 80",,No
"ΕΛΠΙΔΑ, Σύλλογος Φίλων Παιδιών με Καρκίνο",https://elpida.org/,Υγεία,,,,,,,,,,,,,,,,,,,,,,9947765216,9/6/2024 6:10pm,,,Yes
Elpida Home,https://elpidahome.org/,,,https://www.facebook.com/elpidahome/,https://www.linkedin.com/company/elpidahome/,https://www.instagram.com/elpidahome/,,https://twitter.com/homeofhope4,,,,,,,,,,,,,,,,9983401689,9/6/2024 6:10pm,,,Yes
e-Nable Greece,https://enabling.gr/,Υγεία,info@enabling.gr,https://www.facebook.com/GreeceEnable/,https://www.linkedin.com/company/e-nablegreece/,https://www.instagram.com/enablegreece/,,https://twitter.com/GreeceNable,,https://www.youbehero.com/gr/cause/e-nable-greece,https://www.youbehero.com/gr/cause/e-nable-greece,,,,,,,,https://www.socialdynamo.gr/hosted_group/e-nable-greece/,https://www.socialdynamo.gr/hosted_group/e-nable-greece/,,,,9981789656,9/6/2024 6:10pm,,,Yes
Enaleia,https://enaleia.com/,Περιβάλλον,info@enaleia.com,https://www.facebook.com/Enaleia/,https://www.linkedin.com/company/enaleia/,https://www.instagram.com/enaleia/,,,,,,,,,,,https://ngoheroes.gr/company/enaleia/,https://ngoheroes.gr/company/enaleia/,https://www.socialdynamo.gr/hosted_group/enaleia/,https://www.socialdynamo.gr/hosted_group/enaleia/,,,,9948080573,9/6/2024 6:10pm,,,Yes
Entaxis - Δράση για την ενσωμάτωση και την εκπαίδευση,https://entaxis-aie.org/,,info@entaxis-aie.org,https://www.facebook.com/entaxis.org,https://www.linkedin.com/company/entaxis/,,https://www.linkedin.com/company/entaxis/,,,,,,,,,,,,,,http://www.ethelon.org/ngo/entaxis-action-for-inclusion-and-education/,http://www.ethelon.org/ngo/entaxis-action-for-inclusion-and-education/,,10436207339,9/6/2024 6:10pm,,,No
Ελληνική Ομάδα Διάσωσης Αττικής,https://eodathens.gr/,,info@eodathens.gr,https://www.facebook.com/eodathens/,https://www.linkedin.com/company/hrtattica/,,https://www.youtube.com/user/eodathens,https://twitter.com/HRTAttica,,,,,,,,,,,,,,,,10342074088,9/6/2024 6:10pm,,,No
Εθνική Ομοσπονδία Κινητικά Αναπήρων (ΕΟΚΑ),https://eoka.com.gr/,Υγεία,info@eoka.com.gr,,,,,,,,,,,,,,,,,,,,,10441231296,9/6/2024 6:10pm,,,Yes
Ελληνική Ομάδα Μελέτης Ιδιοπαθών Φλεγμονωδών Νόσων του Εντέρου (ΕΟΜΙΦΝΕ) ,https://eomifne.gr/,,info@eomifne.gr,,https://www.linkedin.com/company/eomifne/,,,,,,,,,,,,,,,,,,,10088378608,9/6/2024 6:10pm,,,No
Επανεκκίνησις,https://epanekkinisis.gr/,,info@epanekkinisis.gr,https://www.facebook.com/epanekkinisis.gr,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%cf%80%ce%b1%ce%bd%ce%b5%ce%ba%ce%ba%ce%af%ce%bd%ce%b7%cf%83%ce%b9%cf%82/,https://ngoheroes.gr/company/%ce%b5%cf%80%ce%b1%ce%bd%ce%b5%ce%ba%ce%ba%ce%af%ce%bd%ce%b7%cf%83%ce%b9%cf%82/,,,http://www.ethelon.org/ngo/epanekkinisis/,http://www.ethelon.org/ngo/epanekkinisis/,,9948091369,9/6/2024 6:10pm,,,No
Ελληνικό Δίκτυο Φροντιστών ΕΠΙΟΝΗ,https://epioni.gr/,,,,https://www.linkedin.com/company/epioni/,,,,,,,,,https://www.activecitizensfund.gr/foreas/elliniko-diktyo-frontiston-epioni/,https://www.activecitizensfund.gr/foreas/elliniko-diktyo-frontiston-epioni/,,,,https://www.socialdynamo.gr/hosted_group/elliniko-diktyo-frontiston-epioni/,https://www.socialdynamo.gr/hosted_group/elliniko-diktyo-frontiston-epioni/,,,,9984934341,9/6/2024 6:10pm,,,No
Επιστρέφω - Σύλλογος Φίλων Πασχόντων Από Διαταραχή Πρόσληψης Τροφής,https://epistrefo.gr/,Υγεία,epistrefo37@gmail.com,https://www.facebook.com/epistrefo.gr,https://www.linkedin.com/company/epistrefo/,,https://www.youtube.com/@epistrefo.,,,,,,,,,,,,,,,,,10730286577,9/6/2024 6:10pm,,,Yes
Equal Rights Beyond Borders,https://equal-rights.org/,,,,https://www.linkedin.com/company/equal-rights-beyond-borders/,,,,,,,,,https://www.activecitizensfund.gr/foreas/equal-rights-beyond-borders/,https://www.activecitizensfund.gr/foreas/equal-rights-beyond-borders/,,,,,,,,,10004139469,9/6/2024 6:10pm,,,No
Equal Society,https://equalsociety.gr/,,info@equalsociety.gr,https://www.facebook.com/equalsocietyngo/,https://www.linkedin.com/company/equal-society/,https://www.instagram.com/equalsociety/,https://www.youtube.com/user/equalsociety,,,,,,,https://www.activecitizensfund.gr/foreas/koinonia-ison-eykairion/,https://www.activecitizensfund.gr/foreas/koinonia-ison-eykairion/,,https://ngoheroes.gr/company/equal-society/,https://ngoheroes.gr/company/equal-society/,,,,,,9948198338,9/6/2024 6:10pm,,,No
Έρεισμα,https://ereisma.org/,Υγεία,info.ereisma@gmail.com,https://www.facebook.com/ereisma.amke,https://www.linkedin.com/company/ereisma/,https://www.instagram.com/ereisma_amke/,,,,,,,,,,,,,,,,,,10404745948,9/6/2024 6:10pm,,,No
The E square Project,https://esproject.gr/,,info@esproject.gr,https://www.facebook.com/theesquareproject,https://www.linkedin.com/company/esproject/,https://www.instagram.com/theesquareproject/,,https://twitter.com/esquareproject,,,,,,https://www.activecitizensfund.gr/foreas/the-e-square-project/,https://www.activecitizensfund.gr/foreas/the-e-square-project/,,https://ngoheroes.gr/company/the-e-squar-eproject-%ce%b1%cf%83%cf%84%ce%b9%ce%ba%ce%b7-%ce%bc%ce%b7-%ce%ba%ce%b5%cf%81%ce%b4%ce%bf%cf%83%ce%ba%ce%bf%cf%80%ce%b9%ce%ba%ce%b7-%ce%b5%cf%84%ce%b1%ce%b9%cf%81%ce%b5%ce%b9%ce%b1/,https://ngoheroes.gr/company/the-e-squar-eproject-%ce%b1%cf%83%cf%84%ce%b9%ce%ba%ce%b7-%ce%bc%ce%b7-%ce%ba%ce%b5%cf%81%ce%b4%ce%bf%cf%83%ce%ba%ce%bf%cf%80%ce%b9%ce%ba%ce%b7-%ce%b5%cf%84%ce%b1%ce%b9%cf%81%ce%b5%ce%b9%ce%b1/,,,http://www.ethelon.org/ngo/the-e-square-project/,http://www.ethelon.org/ngo/the-e-square-project/,,9948179933,9/6/2024 6:10pm,,,No
Εταιρεία Αγροτικής Οικονομίας,https://etagro.gr/,,,https://www.facebook.com/etagro.gr,https://www.linkedin.com/company/etagrogr/,,,,,,,,,,,,,,,,,,,10730334436,9/6/2024 6:09pm,,,
Ελληνική Εταιρεία Εθνοφαρμακολογίας,https://ethnopharmacology.gr/,Υγεία,ethnopharmakologia@gmail.com,https://www.facebook.com/ethnopharmakologiagr/,https://www.linkedin.com/company/%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B5%CF%84%CE%B1%CE%B9%CF%81%CE%B5%CE%AF%CE%B1-%CE%B5%CE%B8%CE%BD%CE%BF%CF%86%CE%B1%CF%81%CE%BC%CE%B1%CE%BA%CE%BF%CE%BB%CE%BF%CE%B3%CE%AF%CE%B1%CF%82/,https://www.instagram.com/ethnopharmakologiagr/,,,,,,,,,,,,,,,,,,10363819987,9/6/2024 6:10pm,,,No
Εταιρία Μέριμνας & Αποκατάστασης Ατόμων με Ψυχοκοινωνικά Προβλήματα,https://etmerimna.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/etairia-merimnas-amp-apokatastasis-atomon-me-psychokoinonika-provlimata/,https://www.activecitizensfund.gr/foreas/etairia-merimnas-amp-apokatastasis-atomon-me-psychokoinonika-provlimata/,,,,,,,,,10004134855,9/6/2024 6:10pm,,,Yes
European Outdoor Education Hub,https://euoutdoor.education/,,info@euoutdoor.education,https://www.facebook.com/euoutdoor.education,https://www.linkedin.com/company/european-outdoor-education-hub/,https://www.instagram.com/euoutdoor.education,,,,,,,,,,,,,,,,,,10019865306,9/6/2024 6:10pm,,,Yes
European Institute for Local Development,https://eurolocaldevelopment.org/,,,https://www.facebook.com/profile.php?id=100067375299966,https://www.linkedin.com/company/european-institute-for-local-development/,,,,,,,,,,,,,,,,,,,10071376376,9/6/2024 6:10pm,,,No
Europa Donna Hellas,https://europadonna.gr/,Υγεία,,https://www.facebook.com/europadonna.gr,,,https://www.youtube.com/channel/UCHwUSS9mKAYgVyRptdjHqzA/,https://twitter.com/europadonnagr,,,,,,,,,,,,,,,,9947964124,9/6/2024 6:10pm,,,No
FairLife - Φροντίδα και Πρόληψη για τον καρκίνο του πνεύμονα,https://fairlifelcc.com/,,info@fairlifelcc.com,https://www.facebook.com/fairlifelcc,https://www.linkedin.com/company/fairlifelcc/,https://www.instagram.com/fairlifelcc/,,,,,,,,,,,https://ngoheroes.gr/company/fairlife-lung-cancer-care-2/,https://ngoheroes.gr/company/fairlife-lung-cancer-care-2/,,,http://www.ethelon.org/ngo/fairlife-lung-cancer-care/,http://www.ethelon.org/ngo/fairlife-lung-cancer-care/,,9947964100,9/6/2024 6:10pm,,,Yes
Φάρος του Κόσμου,https://farostoukosmou.com/,,,,https://www.linkedin.com/in/faros-tou-kosmou-aa873175/,,,,,,,,,https://www.activecitizensfund.gr/foreas/faros-toy-kosmoy/,https://www.activecitizensfund.gr/foreas/faros-toy-kosmoy/,,,,,,,,,9984554222,9/6/2024 6:10pm,,,Yes
Ελληνικό Δίκτυο Καταγμάτων Ευθραυστότητας (FFN GR),https://ffngr.eu/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/elliniko-diktyo-katagmaton-eythraystotitas-ffn-gr/,https://www.activecitizensfund.gr/foreas/elliniko-diktyo-katagmaton-eythraystotitas-ffn-gr/,,,,,,,,,10004040695,9/6/2024 6:10pm,,,Yes
Ίδρυμα Μείζονος Ελληνισμού,https://fhw.gr/,,,https://www.facebook.com/FHW.gr/,https://www.linkedin.com/company/foundation-of-the-hellenic-world/,,,,,,,,,,,,,,,,,,,10019524834,2/12/2024 8:34pm,,,
Φιλανθρωπικό Σωματείο «ΟΙ ΦΙΛΟΙ ΤΟΥ ΠΑΙΔΙΟΥ»,https://filoitoupediou.gr/,,info@filoitoupediou.gr,https://www.facebook.com/oifiloitoupediou,,https://www.instagram.com/filoitoupediou/,https://www.youtube.com/channel/UCRzf4and4cPC6nge6-_g5Cw,,,,,,,https://www.activecitizensfund.gr/foreas/filanthropiko-somateio-oi-filoi-toy-paidioy/,https://www.activecitizensfund.gr/foreas/filanthropiko-somateio-oi-filoi-toy-paidioy/,,,,,,http://www.ethelon.org/ngo/filoi-tou-paidiou/,http://www.ethelon.org/ngo/filoi-tou-paidiou/,,10004106682,9/6/2024 6:10pm,,,No
Τράπεζα Τροφίμων,https://foodbank.gr/,,info@foodbank.gr,https://www.facebook.com/FoodBankGreece,https://www.linkedin.com/company/foodbank-gr/,https://www.instagram.com/foodbankgreece/,https://www.youtube.com/channel/UCZZ-VmiVJgqigdMkK408tLg,https://twitter.com/GreekFoodBank,,,,,,,,,,,,,http://www.ethelon.org/ngo/τράπεζα-τροφίμων/,http://www.ethelon.org/ngo/τράπεζα-τροφίμων/,,10021573112,9/6/2024 6:10pm,,,No
Food On,https://foodon.eu/,,,,https://www.linkedin.com/company/foodoneu/,,,,,,,,,,,,,,,,,,,10004495092,9/6/2024 6:10pm,,,No
Δικαίωμα στην Οικογένεια,https://fosterparentsnet.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/diktyo-anadochon-goneon-kai-ethelonton-gia-tin-exoidrymatiki-koinoniki-frontida-ton-anilikon-dikaioma-stin-oikogeneia/,https://www.activecitizensfund.gr/foreas/diktyo-anadochon-goneon-kai-ethelonton-gia-tin-exoidrymatiki-koinoniki-frontida-ton-anilikon-dikaioma-stin-oikogeneia/,,,,,,,,,9984887533,9/6/2024 6:10pm,,,Yes
FREE AND UNION,https://freeandunion.org/,,,,https://www.linkedin.com/company/freeandunion/,,,,,,,,,,,,,,,,,,,10404565223,9/6/2024 6:10pm,,,Yes
Κοινωφελές Σωματείο Φροντίζω,https://frodizo.gr/,,info@frodizo.gr,https://www.facebook.com/frodizo/,,https://www.instagram.com/frodizo/,https://www.youtube.com/channel/UCQ8iAKsvJaXsMQJQC9Q-iMQ,,,https://www.youbehero.com/gr/cause/frontizo,https://www.youbehero.com/gr/cause/frontizo,,,https://www.activecitizensfund.gr/foreas/koinofeles-somateio-arogis-kai-frontidas-ilikiomenon-kai-atomon-me-anapiria-frontizo/,https://www.activecitizensfund.gr/foreas/koinofeles-somateio-arogis-kai-frontidas-ilikiomenon-kai-atomon-me-anapiria-frontizo/,,https://ngoheroes.gr/company/koinofeles-somateio-frontizo/,https://ngoheroes.gr/company/koinofeles-somateio-frontizo/,,,,,,9948179936,9/6/2024 6:10pm,,,Yes
Fthia in Action,https://fthiainaction.wixsite.com/fthia,,fthiainaction@gmail.com,https://www.facebook.com/fthiainaction,https://www.linkedin.com/company/fthiainaction/,https://www.instagram.com/fthiainaction/,https://www.youtube.com/channel/UCudJoKXia_5i5Z-T8jbAu9Q,https://twitter.com/FthiaInAction,,,,,,,,,,,,,,,,10019274712,9/6/2024 6:10pm,,,No
"Τζενερεΐσον 2.0- Δεύτερη Γενιά/ Ινστιτούτο για τα Δικαιώματα, την ισότητα και την Ετερότητα – Ιδι έτερο",https://g2red.org/,,,,https://www.linkedin.com/company/generation2-0/,,,,,,,,,https://www.activecitizensfund.gr/foreas/generation-2-0/,https://www.activecitizensfund.gr/foreas/generation-2-0/,,,,,,,,,10004068817,9/6/2024 6:10pm,,,Yes
Genderhood,https://genderhood.org/,,info@genderhood.org,https://www.facebook.com/Genderhood/,https://www.linkedin.com/company/genderhood/,https://www.instagram.com/genderhood/,https://www.youtube.com/channel/UC0za3J8QpLS5EsbbILTolyw,,https://www.tiktok.com/@genderhood,https://www.youbehero.com/gr/cause/genderhood,https://www.youbehero.com/gr/cause/genderhood,,,,,,https://ngoheroes.gr/company/genderhood/,https://ngoheroes.gr/company/genderhood/,https://www.socialdynamo.gr/hosted_group/genderhood/,https://www.socialdynamo.gr/hosted_group/genderhood/,http://www.ethelon.org/ngo/genderhood/,http://www.ethelon.org/ngo/genderhood/,,9948091352,9/6/2024 6:10pm,"Solonos 142, Athina 106 77",,Yes
Generation Act,https://generationact.gr/,,info@generationact.gr,https://www.facebook.com/GenerationActgr,,https://www.instagram.com/generationact_gr/,,,,,,,,,,,https://ngoheroes.gr/company/generation-act/,https://ngoheroes.gr/company/generation-act/,,,http://www.ethelon.org/ngo/generation-act/,http://www.ethelon.org/ngo/generation-act/,,9948080364,9/6/2024 6:10pm,"Strimonos 8, Athina 118 55",,No
Genesis Hellas,https://genesishellas.com/,,info@genesishellas.com,https://www.facebook.com/profile.php?id=100064847973999,https://www.linkedin.com/company/genesis-hellas/,https://www.instagram.com/genesishellas/,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/genesis-hellas/,http://www.ethelon.org/ngo/genesis-hellas/,,10363874292,9/6/2024 6:10pm,,,Yes
Ένωση Γεωγράφων Ελλάδος,https://geographers.gr/,,,,https://www.linkedin.com/company/gr-geographers/,,https://www.youtube.com/@GeographersGR/,,,,,,,,,,,,,,,,,10015339757,9/6/2024 6:10pm,,,No
